earn : [['acq', 0.9973531096758533], ['ship', 0.00225558091314609], ['earn', 0.0003905318549502895], ['interest', 7.765093970115851e-07], ['sugar', 1.0013289533634495e-09], ['money-supply', 3.261545689462897e-11], ['crude', 1.270880782761253e-11], ['trade', 6.104129972153974e-18], ['money-fx', 2.2647026175101725e-19], ['grain', 1.0596273300140461e-19]]
crude : [['crude', 0.9999999764429547], ['ship', 1.9214112504536444e-08], ['interest', 4.338937858744403e-09], ['sugar', 3.976479397923462e-12], ['grain', 1.165764343096826e-14], ['money-supply', 6.8981187527917925e-15], ['trade', 4.50694289887502e-17], ['money-fx', 3.0359146775463916e-20], ['acq', 2.0380233025505505e-21], ['earn', 5.7612673469231845e-24]]
crude : [['ship', 0.9999999999687237], ['crude', 3.127639054962885e-11], ['trade', 2.4604428029501303e-19], ['sugar', 8.645114667585097e-22], ['money-supply', 3.5299364553666256e-23], ['money-fx', 9.204769200760394e-24], ['interest', 3.82216358371978e-24], ['grain', 2.836008732460219e-26], ['acq', 6.225626735490314e-40], ['earn', 3.401139244305148e-54]]
crude : [['crude', 1.0], ['sugar', 1.4247807814910447e-25], ['ship', 4.945351410992325e-27], ['interest', 3.039306389917138e-33], ['trade', 4.899551701419452e-35], ['money-supply', 1.4740412809750398e-38], ['money-fx', 7.104223661715037e-42], ['grain', 7.514794851117009e-43], ['acq', 6.382322584212239e-63], ['earn', 8.810791328879868e-72]]
crude : [['crude', 0.9999999999037084], ['ship', 9.403221381880133e-11], ['sugar', 2.254636087711066e-12], ['interest', 4.955269936857173e-15], ['trade', 1.447649531630806e-20], ['grain', 9.349517510219697e-22], ['money-fx', 1.3294361807187128e-23], ['money-supply', 1.6065782058219053e-25], ['acq', 1.3249990656244154e-29], ['earn', 1.7513700418110679e-40]]
crude : [['crude', 0.9999738746429406], ['sugar', 2.6125343793972567e-05], ['ship', 1.3265393597201674e-11], ['interest', 2.5890869957078534e-21], ['trade', 1.3319718977196722e-26], ['money-fx', 7.29086402401263e-29], ['money-supply', 6.998548037108187e-30], ['grain', 5.879626313179746e-30], ['acq', 6.98146472477209e-69], ['earn', 6.750491003765583e-101]]
crude : [['ship', 0.9999999955923922], ['crude', 4.407607774178771e-09], ['sugar', 3.5662165907383983e-20], ['money-supply', 1.535929939636838e-25], ['grain', 6.21488418110189e-29], ['money-fx', 3.087046073303648e-31], ['interest', 8.998118508577585e-32], ['trade', 8.393375250632617e-34], ['acq', 1.8401534424599346e-46], ['earn', 4.615411522512752e-61]]
crude : [['ship', 0.9999999999999925], ['crude', 7.497700075688101e-15], ['sugar', 9.395622140443624e-19], ['money-supply', 4.007077914316978e-24], ['interest', 5.7939561401324215e-25], ['trade', 1.5482947921420087e-25], ['grain', 3.5452524325414575e-28], ['money-fx', 1.6250017565685638e-30], ['acq', 1.4708851601892222e-44], ['earn', 7.26739182166407e-60]]
crude : [['crude', 0.9999999999992528], ['ship', 7.471954789010974e-13], ['sugar', 6.90132488882447e-21], ['money-supply', 2.9015495007515187e-33], ['interest', 4.013409933499085e-40], ['grain', 3.352363803768046e-43], ['acq', 9.922797337647485e-46], ['trade', 9.262572355135144e-48], ['money-fx', 4.3017392224317694e-55], ['earn', 1.4032187644076652e-67]]
crude : [['crude', 0.9999991300351473], ['ship', 8.613582822637074e-07], ['sugar', 8.6065704374009e-09], ['interest', 4.303190104032854e-20], ['trade', 4.394231244234885e-22], ['money-fx', 1.0654979098728063e-37], ['grain', 7.186192081134374e-39], ['money-supply', 2.785684029365311e-40], ['acq', 3.6016142230814174e-67], ['earn', 2.5009696782963355e-130]]
crude : [['ship', 1.0], ['crude', 9.60346944330805e-22], ['sugar', 1.1364438670410134e-31], ['trade', 5.3995423805933816e-43], ['interest', 1.612781210774198e-46], ['grain', 3.4625313301739547e-47], ['money-supply', 5.1472681743309334e-48], ['money-fx', 3.415872813575482e-50], ['acq', 1.3811991636802849e-73], ['earn', 1.0357302438144676e-125]]
crude : [['ship', 0.9999999999999925], ['crude', 7.497700075688101e-15], ['sugar', 9.395622140443624e-19], ['money-supply', 4.007077914316978e-24], ['interest', 5.7939561401324215e-25], ['trade', 1.5482947921420087e-25], ['grain', 3.5452524325414575e-28], ['money-fx', 1.6250017565685638e-30], ['acq', 1.4708851601892222e-44], ['earn', 7.26739182166407e-60]]
crude : [['crude', 0.9999989077873553], ['sugar', 1.0922117886907205e-06], ['ship', 8.559427159313617e-13], ['money-supply', 3.837123899508317e-20], ['interest', 1.9344192554148526e-29], ['grain', 1.2621414728536568e-47], ['trade', 2.493619686882065e-51], ['money-fx', 2.49083293359169e-60], ['earn', 8.817162739655806e-94], ['acq', 2.7793043677005494e-94]]
crude : [['ship', 1.0], ['crude', 4.0843558772651235e-32], ['sugar', 5.696037088069172e-36], ['money-supply', 1.16278013274786e-41], ['interest', 1.2552773171730282e-42], ['trade', 2.496418540125515e-46], ['money-fx', 3.725227023424105e-60], ['grain', 3.4402480021196827e-60], ['acq', 2.6759765389751637e-86], ['earn', 3.6123755349551834e-132]]
crude : [['crude', 1.0], ['interest', 8.269670016437494e-18], ['earn', 5.581923816657917e-18], ['ship', 5.131607277993836e-18], ['acq', 2.0587872870068173e-18], ['sugar', 6.6235858325319294e-21], ['money-supply', 5.442804087344175e-27], ['grain', 8.147899172309864e-28], ['money-fx', 1.2909856975987396e-28], ['trade', 3.8924130002924243e-32]]
crude : [['ship', 0.991064126288347], ['crude', 0.008933824120979964], ['trade', 2.0402851013536903e-06], ['sugar', 9.279653632655297e-09], ['grain', 2.5904119347921926e-11], ['interest', 1.2036771708492454e-14], ['money-fx', 2.1881371141306877e-15], ['money-supply', 1.130862177575671e-18], ['acq', 7.39667420720206e-21], ['earn', 2.647917854238398e-46]]
crude : [['sugar', 0.9994043419217224], ['ship', 0.0005956580263224278], ['crude', 5.1726564596755073e-11], ['interest', 1.533913660819578e-13], ['money-supply', 7.323989683478012e-14], ['grain', 1.4656243342064357e-15], ['trade', 4.508612958495965e-16], ['money-fx', 5.28594579629908e-24], ['acq', 3.410016786092915e-46], ['earn', 9.306647521377897e-51]]
crude : [['ship', 1.0], ['crude', 2.0587923698099925e-36], ['sugar', 2.2498140439863675e-41], ['interest', 5.978304030586188e-51], ['trade', 1.1884642758171243e-52], ['money-supply', 5.403388467964262e-54], ['grain', 5.829126912493261e-73], ['money-fx', 8.612353297285074e-77], ['acq', 2.990685896399555e-118], ['earn', 9.010396844303238e-196]]
crude : [['ship', 0.9999905656321406], ['crude', 9.429625037276248e-06], ['sugar', 4.742821916408895e-09], ['grain', 1.5504506401217228e-16], ['money-supply', 2.753758142694215e-20], ['interest', 1.2908338853219432e-21], ['trade', 4.362646496827606e-28], ['acq', 3.4270382440137853e-31], ['money-fx', 1.1025124313212701e-37], ['earn', 1.1095744889389133e-49]]
crude : [['ship', 0.9734598324306587], ['crude', 0.01695392905145242], ['sugar', 0.00958409067347639], ['interest', 2.0852400845056555e-06], ['money-supply', 6.258378800985089e-08], ['trade', 1.9108686754738975e-11], ['grain', 1.3310512096678497e-12], ['money-fx', 6.573951361478744e-14], ['acq', 3.434471965808337e-14], ['earn', 4.8400039991967215e-29]]
crude : [['crude', 0.9999613521806886], ['money-supply', 2.313240366947088e-05], ['interest', 1.4888441301080196e-05], ['sugar', 4.061822714225679e-07], ['earn', 2.0252522098281582e-07], ['acq', 1.1389481703966872e-08], ['grain', 5.717584857829098e-09], ['money-fx', 1.0247283895727063e-09], ['ship', 1.3337902348894974e-10], ['trade', 1.674396383210303e-12]]
crude : [['crude', 1.0], ['ship', 7.494055523060335e-21], ['sugar', 2.3569699850549844e-21], ['interest', 2.9047582548234516e-24], ['money-supply', 2.5120530056098705e-31], ['grain', 2.4777558098262226e-32], ['acq', 2.3501039932720276e-32], ['earn', 1.1855497518073084e-34], ['money-fx', 1.5495782771213224e-38], ['trade', 8.291493395703884e-43]]
crude : [['crude', 1.0], ['interest', 1.459829990866149e-23], ['ship', 2.629595675617871e-24], ['sugar', 8.020297270514618e-25], ['earn', 3.237074518785693e-30], ['acq', 4.008263486026544e-31], ['money-supply', 1.0597719906530765e-32], ['grain', 6.94602569580793e-33], ['money-fx', 6.063391082419666e-36], ['trade', 1.2561600515515852e-40]]
crude : [['crude', 0.965756006404314], ['money-supply', 0.034243139575592156], ['sugar', 4.751369684915991e-07], ['earn', 2.0786842546838481e-07], ['interest', 1.672247566530847e-07], ['acq', 1.7596590009107606e-09], ['grain', 1.1623222120137227e-09], ['money-fx', 6.870486652390596e-10], ['ship', 1.7427026772066874e-10], ['trade', 6.6429009515916046e-12]]
crude : [['ship', 0.9999999999991602], ['sugar', 8.145734993056736e-13], ['crude', 2.5130553739615633e-14], ['trade', 7.994993898996212e-18], ['money-supply', 1.1791715204824198e-21], ['interest', 2.1884528836757476e-23], ['money-fx', 2.342485134655973e-27], ['grain', 8.338265130857508e-28], ['acq', 1.4087360745963454e-47], ['earn', 4.047190043666412e-79]]
crude : [['ship', 0.9999999999964599], ['crude', 3.540020018388643e-12], ['sugar', 5.1117424624864126e-18], ['grain', 2.305766463891875e-25], ['interest', 1.1001382971365034e-26], ['money-supply', 4.952127353002903e-27], ['trade', 4.838180444875362e-27], ['money-fx', 5.280401436613382e-29], ['acq', 1.0317591764063475e-48], ['earn', 1.19657072827796e-68]]
crude : [['ship', 0.9999999928698957], ['trade', 7.130103996339842e-09], ['sugar', 1.877796214158988e-16], ['crude', 3.0862621805806884e-17], ['money-supply', 9.065560408148499e-19], ['interest', 7.085584049191974e-25], ['grain', 4.81244670937946e-25], ['money-fx', 1.1223025826907574e-28], ['acq', 8.440102290730341e-49], ['earn', 5.0795454483455844e-82]]
crude : [['crude', 0.9999999999737039], ['ship', 2.620816093084066e-11], ['sugar', 8.797267236686688e-14], ['interest', 1.990527167386476e-18], ['trade', 7.772720799379971e-26], ['money-supply', 1.2460646531468523e-29], ['money-fx', 6.347784834442097e-35], ['grain', 4.125143194827598e-37], ['acq', 4.3776778341021303e-48], ['earn', 5.826797161942515e-74]]
crude : [['crude', 1.0], ['sugar', 1.350530031397649e-19], ['ship', 2.985761418623616e-23], ['interest', 7.872377144268578e-31], ['trade', 5.204503290365265e-35], ['money-supply', 1.1164042265202157e-36], ['grain', 2.7110787970734687e-37], ['money-fx', 3.842701774965041e-43], ['acq', 2.570639318784106e-52], ['earn', 1.889135538154353e-71]]
crude : [['ship', 1.0], ['crude', 6.171263092267392e-25], ['sugar', 1.2578208038962242e-33], ['money-supply', 5.013689444498366e-38], ['trade', 2.0090555958561415e-40], ['interest', 2.5301911966063504e-45], ['grain', 3.0225357852185582e-49], ['money-fx', 1.8984828604967458e-55], ['acq', 5.787206887713585e-72], ['earn', 4.5368066034372605e-121]]
crude : [['ship', 0.9999999999998892], ['crude', 1.1089337600203895e-13], ['trade', 1.801308071800266e-18], ['sugar', 3.2864357323825715e-20], ['money-fx', 5.799994119257648e-24], ['interest', 3.9837763230507535e-25], ['money-supply', 1.3969995132925134e-26], ['grain', 4.127313317885918e-31], ['acq', 7.33783227362149e-48], ['earn', 1.6626770450142242e-75]]
crude : [['ship', 0.9999999999998901], ['sugar', 8.976699087440131e-14], ['crude', 2.0169938997487963e-14], ['money-supply', 1.4545812484420578e-21], ['interest', 2.171895660963608e-22], ['trade', 1.1641712952799943e-22], ['money-fx', 1.4920312360530434e-25], ['grain', 1.90797081092289e-26], ['acq', 1.7810536631682857e-45], ['earn', 2.3031116605704247e-70]]
crude : [['crude', 1.0], ['interest', 7.708266158430355e-19], ['ship', 4.7711177724152705e-20], ['sugar', 6.97208987138965e-21], ['acq', 5.6165356327490385e-22], ['earn', 2.4099282209415577e-23], ['grain', 5.805609663933785e-27], ['money-supply', 2.147435263498713e-28], ['trade', 1.6539235875769266e-29], ['money-fx', 5.465789118542493e-31]]
crude : [['crude', 1.0], ['interest', 6.563568902406843e-22], ['sugar', 1.866765190725083e-22], ['ship', 5.053313962913426e-24], ['acq', 3.389063662968816e-27], ['money-supply', 7.016028626434888e-29], ['earn', 1.3892335740538247e-29], ['grain', 1.3009115032120404e-31], ['money-fx', 5.685742688530486e-35], ['trade', 4.242582395194268e-37]]
crude : [['crude', 0.9999987408385237], ['interest', 1.1287723435062958e-06], ['earn', 1.113052029455171e-07], ['sugar', 1.4755865554317693e-08], ['acq', 2.6514559925258733e-09], ['money-supply', 1.6055835031264578e-09], ['grain', 5.342597028124725e-11], ['money-fx', 1.568852393460613e-11], ['ship', 1.8077918675981764e-12], ['trade', 1.0248905207601894e-13]]
crude : [['ship', 0.9997516548626016], ['trade', 0.0002482440432075227], ['crude', 1.0012587542444546e-07], ['sugar', 9.6811298131834e-10], ['interest', 2.0054427769239198e-13], ['money-fx', 1.9084017216524894e-15], ['grain', 1.0368671450086782e-17], ['money-supply', 8.889459725579018e-21], ['acq', 3.783133826431343e-27], ['earn', 4.1812752795994906e-63]]
crude : [['ship', 1.0], ['crude', 3.9979678309458414e-22], ['sugar', 1.7015649687172385e-31], ['money-supply', 1.9678275121662133e-40], ['interest', 9.069871661895463e-43], ['trade', 1.7418764884933372e-46], ['grain', 2.690918055967733e-47], ['money-fx', 1.9505894352468535e-53], ['acq', 1.1229370750268846e-72], ['earn', 4.008036799234219e-98]]
crude : [['ship', 0.9999999999980158], ['crude', 1.7329828041809109e-12], ['trade', 2.4730413610193257e-13], ['sugar', 3.9863089394271695e-15], ['interest', 2.6068642060445544e-24], ['money-fx', 2.6848952145402786e-25], ['grain', 2.791442859699247e-30], ['money-supply', 1.2643883931251785e-31], ['acq', 2.279840880727154e-47], ['earn', 1.0887294599373261e-81]]
crude : [['ship', 1.0], ['sugar', 5.667255991485207e-41], ['crude', 2.0665351879535876e-54], ['money-supply', 1.291751434498306e-67], ['interest', 5.366826128894019e-74], ['trade', 2.5788574000896112e-82], ['grain', 4.825488385559802e-92], ['money-fx', 1.729113415730793e-102], ['acq', 7.741202445497512e-154], ['earn', 1.8443056645309272e-220]]
crude : [['ship', 1.0], ['sugar', 1.6105560817866882e-41], ['crude', 1.5316153423024422e-41], ['interest', 4.2200130421374566e-60], ['trade', 1.842917153319424e-61], ['money-supply', 8.222899736839886e-68], ['money-fx', 4.3293887764504e-77], ['grain', 3.2640252095066614e-82], ['acq', 2.025670104998961e-127], ['earn', 1.0252725076231283e-209]]
crude : [['ship', 1.0], ['sugar', 1.6611599366333972e-35], ['crude', 4.129726534090503e-45], ['money-supply', 2.0581673114580932e-59], ['interest', 6.963225936077554e-62], ['trade', 3.3480923328897864e-67], ['grain', 7.232116122713792e-81], ['money-fx', 3.4670171727277495e-87], ['acq', 4.288126774030025e-129], ['earn', 3.366473367773858e-200]]
crude : [['ship', 0.8700745230609549], ['crude', 0.12931495226159104], ['sugar', 0.0006105246348892715], ['money-supply', 4.198561065332116e-11], ['interest', 5.756589681180891e-13], ['grain', 2.983424330392748e-15], ['trade', 3.1481501904661384e-16], ['acq', 4.231663988216228e-20], ['money-fx', 3.6974052573312586e-21], ['earn', 2.5319836917804123e-32]]
crude : [['crude', 1.0], ['sugar', 6.487674963660182e-22], ['ship', 2.262659865780561e-24], ['interest', 1.833374064826138e-31], ['money-supply', 1.1495508739610224e-34], ['trade', 6.85521477739554e-37], ['grain', 1.3108144278850026e-37], ['money-fx', 4.510316732502202e-40], ['acq', 1.0588495854070188e-61], ['earn', 2.2258986031588807e-76]]
crude : [['crude', 1.0], ['ship', 2.444499725607516e-21], ['sugar', 6.483008731232443e-22], ['interest', 2.419996848293859e-22], ['acq', 4.7141047251243784e-24], ['earn', 1.618975791290476e-28], ['money-supply', 1.9293740392109573e-30], ['grain', 2.6024489665046042e-31], ['money-fx', 5.840516943076204e-34], ['trade', 3.149369121502826e-38]]
crude : [['crude', 0.9999999988885324], ['ship', 1.1114658894535287e-09], ['sugar', 1.6868421164648485e-15], ['interest', 6.6269296629951906e-18], ['trade', 1.0025370946165177e-18], ['money-supply', 1.2188504031717159e-20], ['money-fx', 2.1031775768459842e-21], ['grain', 4.083706464320105e-22], ['acq', 7.628120581188461e-25], ['earn', 5.943986002266493e-34]]
crude : [['ship', 0.9999999999999838], ['crude', 1.6187202998351316e-14], ['sugar', 8.152922263368521e-17], ['interest', 2.3876819187093184e-30], ['money-supply', 2.6556412350551363e-41], ['money-fx', 6.344448679381505e-57], ['grain', 2.5252187365550982e-57], ['trade', 2.5155466304887584e-66], ['acq', 3.370494607243991e-124], ['earn', 2.2193432848068835e-167]]
crude : [['ship', 0.999999999999998], ['crude', 2.0891655490055844e-15], ['sugar', 2.8728478925962957e-24], ['money-supply', 4.226726253728046e-31], ['interest', 2.472883589728767e-36], ['grain', 1.6842280426880517e-40], ['trade', 2.83282915582236e-41], ['money-fx', 7.809055858642133e-46], ['acq', 1.776756402303643e-64], ['earn', 1.4563685036613569e-98]]
crude : [['ship', 0.9999999999831874], ['crude', 1.678901539085054e-11], ['trade', 2.1356741327325608e-14], ['sugar', 2.3224233874248284e-15], ['grain', 6.765190528750548e-22], ['money-fx', 1.9830315748439373e-23], ['interest', 7.083189410320917e-25], ['money-supply', 1.0213584359340406e-26], ['acq', 1.4179465350626407e-31], ['earn', 2.246004721847972e-65]]
crude : [['crude', 1.0], ['ship', 1.6236932071783568e-19], ['acq', 4.03968605237959e-21], ['interest', 4.692601148435166e-24], ['sugar', 1.4116140432729695e-25], ['money-supply', 2.8609026143706737e-31], ['earn', 2.6191420006473525e-32], ['grain', 1.3627066594952966e-33], ['trade', 7.3083039908237e-36], ['money-fx', 1.8119672223964002e-37]]
crude : [['crude', 0.9999815361105333], ['interest', 1.2415901479100416e-05], ['earn', 5.900474652790711e-06], ['sugar', 7.171117982434618e-08], ['money-supply', 3.931782414916455e-08], ['acq', 1.947076914395103e-08], ['grain', 1.6509846763683847e-08], ['money-fx', 4.725275659358207e-10], ['trade', 2.7971054897164974e-11], ['ship', 3.2162631100015697e-12]]
crude : [['crude', 0.9999999999998257], ['interest', 1.74040832143889e-13], ['acq', 1.4164183917732318e-16], ['ship', 3.0495232574388625e-18], ['sugar', 8.224695575713249e-20], ['earn', 1.9326143551557593e-22], ['grain', 1.466287052900048e-24], ['money-supply', 4.7848755288842385e-25], ['money-fx', 5.685641304183419e-26], ['trade', 5.977710628589051e-28]]
crude : [['ship', 0.9999999999992648], ['sugar', 7.352663511345159e-13], ['crude', 9.107583103147691e-21], ['trade', 4.427523870570808e-23], ['money-supply', 3.0504287732768744e-31], ['interest', 1.8986689304361408e-32], ['grain', 3.210300179548929e-33], ['money-fx', 2.9357214681308685e-37], ['acq', 1.709366901637896e-67], ['earn', 8.091788677628878e-109]]
crude : [['crude', 0.9999975830162713], ['interest', 1.2244835841447904e-06], ['money-supply', 9.79652255500624e-07], ['acq', 1.0997145123511176e-07], ['earn', 9.506736040444711e-08], ['sugar', 4.095510425483386e-09], ['grain', 2.3642112149002716e-09], ['money-fx', 1.3456239525568481e-09], ['ship', 2.8363621479254887e-12], ['trade', 8.955016782624239e-13]]
crude : [['crude', 0.9974251987681825], ['money-supply', 0.0017509308537658151], ['interest', 0.0006388022157277255], ['ship', 0.00015108962353171967], ['trade', 1.8981257111722934e-05], ['money-fx', 8.980741946522463e-06], ['acq', 2.988511257381135e-06], ['sugar', 1.7691391518375353e-06], ['grain', 1.2585394787858718e-06], ['earn', 3.4984607364273416e-10]]
crude : [['crude', 0.9104407303711367], ['ship', 0.08917874470314922], ['money-supply', 0.00029949873198965393], ['grain', 4.3140766086047515e-05], ['sugar', 2.147471879667729e-05], ['interest', 1.390243772472241e-05], ['acq', 2.085019990999864e-06], ['money-fx', 4.205764642579305e-07], ['trade', 2.403524828007813e-09], ['earn', 2.711367599646104e-10]]
crude : [['crude', 0.9303643307769658], ['ship', 0.0691173585892174], ['money-supply', 0.0004130797464351695], ['grain', 8.259880828201448e-05], ['interest', 1.117065530282243e-05], ['sugar', 7.6278715511589424e-06], ['acq', 3.5924286770655636e-06], ['money-fx', 2.3684457442777955e-07], ['trade', 2.9003093089179505e-09], ['earn', 1.3786847353475055e-09]]
crude : [['ship', 0.9999999999996787], ['crude', 3.2125547565120955e-13], ['sugar', 1.195496009908892e-25], ['trade', 5.539430543771201e-33], ['money-supply', 1.5603984838676736e-33], ['interest', 1.064345585576571e-33], ['grain', 1.2101130808048025e-35], ['money-fx', 8.160032761406318e-37], ['acq', 1.2373409935513313e-53], ['earn', 4.236532835059273e-84]]
crude : [['ship', 0.7915628544537953], ['crude', 0.2084371271539383], ['sugar', 1.8392266116264026e-08], ['grain', 1.1933373548586803e-22], ['money-supply', 3.808182124867688e-25], ['interest', 1.1914663116955339e-27], ['trade', 9.542684363317729e-29], ['money-fx', 7.458078502091332e-35], ['acq', 5.891834086360198e-47], ['earn', 3.2203851472858346e-65]]
crude : [['ship', 0.9999977537235736], ['crude', 2.2462764259350747e-06], ['sugar', 3.802034977192345e-16], ['grain', 1.358245117850307e-19], ['trade', 1.9517373433816466e-22], ['interest', 6.252695180755102e-25], ['money-fx', 1.3119316151298611e-25], ['money-supply', 8.338626198997837e-28], ['acq', 2.69964109347465e-35], ['earn', 3.8263980395183063e-41]]
crude : [['crude', 0.9969152300916261], ['ship', 0.003084769908325091], ['sugar', 4.8953009138106507e-14], ['money-supply', 5.205180850264862e-23], ['interest', 1.740894905543983e-32], ['grain', 2.4703328753086467e-54], ['trade', 1.9105595779090308e-58], ['money-fx', 3.13934063319487e-62], ['acq', 5.170071951181108e-68], ['earn', 1.334248845118362e-84]]
crude : [['ship', 0.54039679282321], ['crude', 0.4596032071767896], ['sugar', 5.722876918791974e-25], ['grain', 4.262688855194425e-36], ['trade', 7.692385759865642e-37], ['interest', 1.7147578220719082e-42], ['money-fx', 3.5329024328184414e-45], ['money-supply', 2.401868026809825e-46], ['acq', 2.5473578015279354e-54], ['earn', 3.7223638192301087e-90]]
trade : [['trade', 1.0], ['ship', 1.0508970910761391e-34], ['sugar', 3.791924790451871e-42], ['interest', 3.282837692650575e-49], ['money-fx', 4.576793783348944e-63], ['crude', 1.6140253692761154e-68], ['money-supply', 1.1775702002380584e-78], ['grain', 3.618524718093935e-88], ['acq', 1.8056983607030238e-139], ['earn', 4.1976847768569595e-231]]
trade : [['sugar', 0.9915570972328788], ['money-supply', 0.008442779288096516], ['grain', 1.2146968159962e-07], ['trade', 1.9640962429896058e-09], ['interest', 4.524312769634366e-11], ['ship', 3.629665735993017e-15], ['crude', 4.3170425180936254e-17], ['money-fx', 1.247073631019365e-25], ['earn', 1.0630562583828508e-35], ['acq', 2.343907048171454e-41]]
trade : [['trade', 0.9999821998108085], ['sugar', 1.1229805856295436e-05], ['ship', 6.570382232154511e-06], ['grain', 1.1031581292079631e-12], ['interest', 3.843123426461597e-28], ['crude', 1.1977765899762983e-30], ['money-fx', 1.92753112646887e-37], ['money-supply', 1.016119371946384e-37], ['acq', 5.557658239271632e-88], ['earn', 2.0016195865838624e-151]]
trade : [['trade', 0.9999999999999982], ['money-fx', 1.7496219462501998e-15], ['interest', 3.0415967271012976e-21], ['sugar', 5.664508728592795e-22], ['money-supply', 1.0417990107320357e-25], ['ship', 2.108110450389166e-28], ['crude', 8.848730701065954e-32], ['grain', 5.43597213515731e-38], ['acq', 6.649997014396814e-80], ['earn', 3.206946736866655e-102]]
trade : [['trade', 1.0], ['ship', 1.084894087429225e-22], ['sugar', 2.4793730389381774e-25], ['money-fx', 3.5636513592153246e-26], ['interest', 8.92207833087449e-27], ['crude', 5.075320597745777e-32], ['grain', 9.61794369460528e-35], ['money-supply', 9.828060602644985e-47], ['acq', 9.303590628976531e-66], ['earn', 7.176420354890652e-103]]
trade : [['trade', 0.9999999999999638], ['ship', 3.607742788228771e-14], ['sugar', 2.0885235241233904e-16], ['interest', 3.612260846510076e-22], ['money-fx', 2.928448088871691e-22], ['crude', 6.788894873415131e-32], ['money-supply', 3.186934257444765e-32], ['grain', 9.962465175974116e-35], ['acq', 4.14152197380319e-54], ['earn', 1.5913059158842428e-101]]
trade : [['trade', 1.0], ['ship', 1.084894087429225e-22], ['sugar', 2.4793730389381774e-25], ['money-fx', 7.127302718430649e-26], ['interest', 4.461039165437245e-27], ['crude', 1.0150641195491555e-31], ['grain', 9.61794369460528e-35], ['money-supply', 9.828060602644985e-47], ['acq', 9.303590628976531e-66], ['earn', 7.176420354890652e-103]]
trade : [['trade', 1.0], ['ship', 3.538759177094163e-35], ['sugar', 3.890873455650791e-39], ['interest', 1.0408833098434142e-47], ['money-fx', 1.6303652248923473e-48], ['crude', 9.474715241529329e-55], ['money-supply', 2.012240403811396e-59], ['grain', 3.505407917568291e-64], ['acq', 7.763500828445462e-93], ['earn', 3.041454183121515e-165]]
trade : [['trade', 0.9999999985365358], ['ship', 1.2702636848716231e-09], ['sugar', 1.7258995862135723e-10], ['money-fx', 9.883813164961962e-12], ['crude', 7.818410136335865e-12], ['interest', 2.8993212285268947e-12], ['grain', 9.23921838368892e-15], ['money-supply', 1.0132587145049249e-22], ['acq', 4.843443768622545e-28], ['earn', 3.0966935836417848e-55]]
trade : [['trade', 0.9999999999986922], ['sugar', 1.2491120780213536e-12], ['ship', 4.093515000724089e-14], ['crude', 1.6859872245810643e-14], ['interest', 7.082385919700144e-16], ['money-fx', 1.307933937510029e-16], ['grain', 7.584235001319107e-19], ['money-supply', 5.201649944008401e-26], ['acq', 1.3113746843293471e-29], ['earn', 1.2733937584274022e-58]]
trade : [['trade', 0.9913605774876598], ['money-fx', 0.005024690558410947], ['crude', 0.0032393721898872664], ['sugar', 0.00015821826973810222], ['grain', 0.0001473784115267762], ['interest', 5.222121825289186e-05], ['money-supply', 8.663085575971971e-06], ['ship', 6.8496054252710625e-06], ['acq', 2.0286132074263368e-06], ['earn', 5.603153526153059e-10]]
trade : [['trade', 0.9999999999979432], ['ship', 1.9919922559297694e-12], ['sugar', 6.416282924675834e-14], ['crude', 6.679404416384753e-16], ['grain', 6.255657722019223e-17], ['interest', 8.659228532311646e-22], ['money-fx', 1.7249066537118245e-23], ['money-supply', 5.3846174377516174e-33], ['acq', 5.852915462931654e-44], ['earn', 2.934588381381504e-70]]
trade : [['interest', 0.9989531365925873], ['trade', 0.0010468634074126887], ['sugar', 3.344797616044514e-17], ['money-fx', 4.145887004280806e-18], ['money-supply', 4.4636004713585893e-29], ['ship', 4.915199905310061e-34], ['crude', 8.0783994052037e-48], ['grain', 3.6777497298108004e-58], ['acq', 1.3749852174390344e-145], ['earn', 6.760883882505363e-210]]
trade : [['money-fx', 0.9999999999585407], ['interest', 3.9818595864217593e-11], ['trade', 1.6406685014378837e-12], ['money-supply', 1.977038298383401e-26], ['sugar', 2.9104492700084846e-28], ['ship', 2.193078692699177e-31], ['crude', 1.7926237912663071e-43], ['grain', 2.2033919354665374e-48], ['acq', 7.016148935647842e-78], ['earn', 1.3695682453615925e-111]]
trade : [['trade', 0.8726658177185639], ['sugar', 0.12715778950753479], ['money-supply', 0.0001763849497644759], ['grain', 4.727390822172672e-09], ['crude', 1.3342651824485624e-09], ['ship', 9.321347247116101e-10], ['money-fx', 8.294372002301054e-10], ['interest', 9.090387758651734e-13], ['earn', 9.039506822386863e-28], ['acq', 5.324907421589332e-38]]
trade : [['money-supply', 0.9999024777075292], ['trade', 7.737672233667702e-05], ['money-fx', 1.138373869056848e-05], ['earn', 7.225804896661719e-06], ['interest', 7.057160145748593e-07], ['grain', 5.3088005452529e-07], ['crude', 2.929203634122888e-07], ['sugar', 3.3845799614650206e-09], ['acq', 2.739929088338156e-09], ['ship', 3.8560527303860977e-10]]
